16.2781	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	28216	Betaproteobacteria	order	32003	Nitrosomonadales	family	206379	Nitrosomonadaceae	genus	914	Nitrosomonas	species	915	Nitrosomonas europaea
15.1560	superkingdom	2	Bacteria	phylum	976	Bacteroidota	class	117743	Flavobacteriia	order	200644	Flavobacteriales	family	2975259	Parvicellaceae	genus	2975260	Parvicella	species	2829795	Parvicella tangerina
7.7712	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	28216	Betaproteobacteria	order	80840	Burkholderiales	family	80864	Comamonadaceae	genus	283	Comamonas	species	285	Comamonas testosteroni
7.4719	superkingdom	2157	Archaea	phylum	28890	Euryarchaeota	class	224756	Methanomicrobia	order	2905377	Methanotrichales	family	143067	Methanotrichaceae	genus	2222	Methanothrix	species	2223	Methanothrix soehngenii
7.1716	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	1236	Gammaproteobacteria	order	91347	Enterobacterales	family	543	Enterobacteriaceae	genus	561	Escherichia	species	562	Escherichia coli
5.7060	superkingdom	2	Bacteria	phylum	976	Bacteroidota	class	117743	Flavobacteriia	order	200644	Flavobacteriales	family	49546	Flavobacteriaceae	genus	237	Flavobacterium	species	986	Flavobacterium johnsoniae
5.4667	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	1236	Gammaproteobacteria	order	2887326	Moraxellales	family	468	Moraxellaceae	genus	469	Acinetobacter	species	40214	Acinetobacter johnsonii
5.2550	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	1236	Gammaproteobacteria	order	72274	Pseudomonadales	family	135621	Pseudomonadaceae	genus	286	Pseudomonas	species	287	Pseudomonas aeruginosa
5.1585	superkingdom	2	Bacteria	phylum	976	Bacteroidota	class	200643	Bacteroidia	order	171549	Bacteroidales	family	815	Bacteroidaceae	genus	816	Bacteroides	species	817	Bacteroides fragilis
5.0335	superkingdom	2	Bacteria	phylum	29547	Campylobacterota	class	3031852	Epsilonproteobacteria	order	213849	Campylobacterales	family	2808963	Arcobacteraceae	genus	2321111	Aliarcobacter	species	28197	Aliarcobacter butzleri
4.9284	superkingdom	2	Bacteria	phylum	201174	Actinomycetota	class	1760	Actinomycetes	order	85004	Bifidobacteriales	family	31953	Bifidobacteriaceae	genus	1678	Bifidobacterium	species	216816	Bifidobacterium longum
4.7539	superkingdom	2157	Archaea	phylum	28890	Euryarchaeota	class	224756	Methanomicrobia	order	94695	Methanosarcinales	family	2206	Methanosarcinaceae	genus	2207	Methanosarcina	species	2208	Methanosarcina barkeri
4.4684	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	1236	Gammaproteobacteria	order	91347	Enterobacterales	family	543	Enterobacteriaceae	genus	570	Klebsiella	species	573	Klebsiella pneumoniae
4.4105	superkingdom	2	Bacteria	phylum	1239	Bacillota	class	91061	Bacilli	order	186826	Lactobacillales	family	81852	Enterococcaceae	genus	1350	Enterococcus	species	1351	Enterococcus faecalis
3.7512	superkingdom	2157	Archaea	phylum	651137	Nitrososphaerota	class	1643678	Nitrososphaeria	order	1033996	Nitrososphaerales	family	1033997	Nitrososphaeraceae	genus	497726	Nitrososphaera	species	1034015	Nitrososphaera viennensis
3.0649	superkingdom	2	Bacteria	phylum	1239	Bacillota	class	186801	Clostridia	order	186802	Eubacteriales	family	31979	Clostridiaceae	genus	1485	Clostridium	species	1502	Clostridium perfringens
2.5223	superkingdom	2157	Archaea	phylum	28890	Euryarchaeota	class	224756	Methanomicrobia	order	2191	Methanomicrobiales	family	196137	Methanospirillaceae	genus	2202	Methanospirillum	species	2203	Methanospirillum hungatei
2.2574	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	28216	Betaproteobacteria	order	32003	Nitrosomonadales	family	2008793	Sterolibacteriaceae	genus	1054211	Sulfuritalea	species	748811	Sulfuritalea hydrogenivorans
1.9095	superkingdom	2	Bacteria	phylum	200940	Thermodesulfobacteriota	class	3031449	Desulfovibrionia	order	213115	Desulfovibrionales	family	194924	Desulfovibrionaceae	genus	872	Desulfovibrio	species	881	Desulfovibrio vulgaris
1.8091	superkingdom	2157	Archaea	phylum	651137	Nitrososphaerota	class	1643678	Nitrososphaeria	order	31932	Nitrosopumilales	family	338190	Nitrosopumilaceae	genus	338191	Nitrosopumilus	species	338192	Nitrosopumilus maritimus
1.6227	superkingdom	2	Bacteria	phylum	1224	Pseudomonadota	class	1236	Gammaproteobacteria	order	91347	Enterobacterales	family	543	Enterobacteriaceae	genus	590	Salmonella	species	28901	Salmonella enterica
1.5553	superkingdom	10239	Viruses	phylum	2731618	Uroviricota	class	2731619	Caudoviricetes	order	Straboviridae - no_o_rank	Straboviridae - no_o_rank	family	2946170	Straboviridae	genus	10663	Tequatrovirus	species	10665	Tequatrovirus T4
