LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	ANI_CI95	COVERED_SIG_LEN	BEST_SIG_COV	DEPTH	REL_ABUNDANCE
genus	Rheinheimera	67575	1	43	0.500084	43	0.000016	0.000016	0.000000
genus	Mycetocola	76634	1	33	0.500067	33	0.000016	0.000016	0.000000
genus	Sporosarcina	1569	1	31	0.500061	31	0.000015	0.000015	0.000000
genus	Varunaivibrio	1866954	1	36	0.500067	36	0.000015	0.000015	0.000000
genus	Roseobacter	2433	1	43	0.500084	43	0.000015	0.000015	0.000000
genus	Antarctobacter	74032	1	53	0.500096	53	0.000015	0.000015	0.000000
genus	Desulfurispirillum	393029	1	38	0.500070	38	0.000015	0.000015	0.000000
genus	Lautropia	47670	1	30	0.500058	30	0.000015	0.000015	0.000000
genus	Edaphobacter	388463	1	56	0.500092	56	0.000015	0.000015	0.000000
genus	Micavibrio	213485	1	31	0.500060	31	0.000015	0.000015	0.000000
genus	Youhaiella	1827478	1	34	0.500063	34	0.000014	0.000014	0.000000
genus	Roseinatronobacter	121820	1	47	0.500075	47	0.000014	0.000014	0.000000
genus	Methylocapsa	184923	1	48	0.500080	48	0.000014	0.000014	0.000000
genus	Pseudarthrobacter	1742993	1	32	0.500058	32	0.000014	0.000014	0.000000
genus	Sphaerotilus	34102	1	38	0.500065	38	0.000014	0.000014	0.000000
genus	Rhodomicrobium	1068	1	33	0.500059	33	0.000014	0.000014	0.000000
genus	Profundibacter	2778525	1	34	0.500060	34	0.000014	0.000014	0.000000
genus	Actinokineospora	39845	1	38	0.500067	38	0.000013	0.000013	0.000000
genus	Kaistia	166953	1	37	0.500064	37	0.000013	0.000013	0.000000
genus	Ensifer	106591	1	37	0.500057	37	0.000013	0.000013	0.000000
genus	Ruthenibacterium	1905344	1	48	0.500073	48	0.000013	0.000013	0.000000
genus	Rhodophyticola	2680018	1	35	0.500057	35	0.000013	0.000013	0.000000
genus	Methylophaga	40222	1	34	0.500054	34	0.000013	0.000013	0.000000
genus	Curvibacter	281915	1	40	0.500067	40	0.000013	0.000013	0.000000
genus	Vitreoscilla	59	1	32	0.500054	32	0.000013	0.000013	0.000000
genus	Brenneria	71655	1	30	0.500050	30	0.000013	0.000013	0.000000
genus	Nitrospina	35800	1	32	0.500053	32	0.000013	0.000013	0.000000
genus	Cognatishimia	2211635	1	33	0.500054	33	0.000012	0.000012	0.000000
genus	Iodobacter	32014	1	43	0.500065	43	0.000012	0.000012	0.000000
genus	Solicola	3024237	1	35	0.500052	35	0.000012	0.000012	0.000000
genus	Natronosporangium	2920401	1	39	0.500058	39	0.000012	0.000012	0.000000
genus	Mycetohabitans	2571159	1	31	0.500048	31	0.000012	0.000012	0.000000
genus	Parazoarcus	2891322	1	33	0.500050	33	0.000012	0.000012	0.000000
genus	Jatrophihabitans	1434010	1	30	0.500044	30	0.000011	0.000011	0.000000
genus	Ciceribacter	1648508	1	32	0.500047	32	0.000011	0.000011	0.000000
genus	Trichothermofontia	3045815	1	44	0.500061	44	0.000011	0.000011	0.000000
genus	Rouxiella	1565532	1	36	0.500052	36	0.000011	0.000011	0.000000
genus	Parasedimentitalea	2738399	1	37	0.500050	37	0.000011	0.000011	0.000000
genus	Desulfotalea	109168	1	37	0.500052	37	0.000011	0.000011	0.000000
genus	Eleftheria	1597779	1	38	0.500051	38	0.000011	0.000011	0.000000
genus	Hypericibacter	2705399	1	31	0.500044	31	0.000011	0.000011	0.000000
genus	Cupidesulfovibrio	2802295	1	31	0.500043	31	0.000011	0.000011	0.000000
genus	Limnochorda	1676651	1	30	0.500041	30	0.000011	0.000011	0.000000
genus	Pigmentibacter	2838409	1	33	0.500045	33	0.000011	0.000011	0.000000
genus	Celeribacter	875170	1	33	0.500045	33	0.000011	0.000011	0.000000
genus	Alkalicella	2838170	1	35	0.500045	35	0.000011	0.000011	0.000000
genus	Thiocystis	13724	1	37	0.500050	37	0.000010	0.000010	0.000000
genus	Marinomonas	28253	1	32	0.500042	32	0.000010	0.000010	0.000000
genus	Piscinibacter	1114981	1	32	0.500042	32	0.000010	0.000010	0.000000
genus	Bermanella	599651	1	32	0.500042	32	0.000010	0.000010	0.000000
genus	Morganella	581	1	30	0.500039	30	0.000010	0.000010	0.000000
genus	Chthonomonas	1077265	1	32	0.500041	32	0.000010	0.000010	0.000000
genus	Methanosarcina	2207	1	30	0.500038	30	0.000010	0.000010	0.000000
genus	Marinobacterium	48075	1	32	0.500040	32	0.000010	0.000010	0.000000
genus	Kibdelosporangium	2029	2	67	0.500083	67	0.000010	0.000010	0.000000
genus	Teredinibacter	2425	1	42	0.500047	42	0.000009	0.000009	0.000000
genus	Candidatus Contubernalis	338648	1	31	0.500038	31	0.000009	0.000009	0.000000
genus	Kitasatospora	2063	1	31	0.500038	31	0.000009	0.000009	0.000000
genus	Sorangium	39643	1	31	0.500037	31	0.000009	0.000009	0.000000
genus	Celerinatantimonas	412033	1	32	0.500038	32	0.000009	0.000009	0.000000
genus	Hoeflea	274591	1	33	0.500039	33	0.000009	0.000009	0.000000
genus	Thalassotalea	1518149	1	31	0.500036	31	0.000009	0.000009	0.000000
genus	Cytobacillus	2675230	1	32	0.500036	32	0.000009	0.000009	0.000000
genus	Hoyosella	697025	1	34	0.500036	34	0.000009	0.000009	0.000000
genus	Flavihumibacter	1004301	1	33	0.500036	33	0.000008	0.000008	0.000000
genus	Fischerella	1190	1	30	0.500032	30	0.000008	0.000008	0.000000
genus	Phyllobacterium	28100	1	30	0.500032	30	0.000008	0.000008	0.000000
genus	Sebaldella	32068	1	30	0.500030	30	0.000008	0.000008	0.000000
genus	Bacillus	1386	1	31	0.500030	31	0.000007	0.000007	0.000000
genus	Cellvibrio	10	1	35	0.500031	35	0.000007	0.000007	0.000000
genus	Desulforapulum	2904687	1	35	0.500030	35	0.000007	0.000007	0.000000
genus	Labilithrix	1524217	1	65	0.500046	65	0.000007	0.000007	0.000000
genus	Cohnella	329857	1	35	0.500028	35	0.000007	0.000007	0.000000
genus	Chloroflexus	1107	1	31	0.500026	31	0.000006	0.000006	0.000000
genus	Adhaeribacter	299566	1	33	0.500027	33	0.000006	0.000006	0.000000
genus	Anatilimnocola	2807414	1	51	0.500040	51	0.000006	0.000006	0.000000
genus	Gynuella	1445504	1	35	0.500027	35	0.000006	0.000006	0.000000
genus	Desulfosediminicola	2886823	1	30	0.500022	30	0.000006	0.000006	0.000000
genus	Granulicella	940557	1	31	0.500023	31	0.000006	0.000006	0.000000
genus	Gemmata	113	1	36	0.500027	36	0.000006	0.000006	0.000000
genus	Oxynema	1492710	1	32	0.500024	32	0.000006	0.000006	0.000000
genus	Maioricimonas	2795777	1	36	0.500026	36	0.000005	0.000005	0.000000
genus	Telmatocola	1382832	1	33	0.500023	33	0.000005	0.000005	0.000000
genus	Fibrella	861914	1	30	0.500021	30	0.000005	0.000005	0.000000
genus	Tuwongella	2051044	1	32	0.500022	32	0.000005	0.000005	0.000000
genus	Chitinophaga	79328	1	37	0.500025	37	0.000005	0.000005	0.000000
genus	Paludibaculum	1649475	1	41	0.500026	41	0.000005	0.000005	0.000000
genus	Desulfatibacillum	218207	1	30	0.500020	30	0.000005	0.000005	0.000000
genus	Sandaracinus	1055688	1	31	0.500019	31	0.000005	0.000005	0.000000
genus	Spirosoma	107	1	30	0.500017	30	0.000004	0.000004	0.000000
species	Jeotgalibaca porci	1868793	218087	27631778	0.971581	1831286	0.974924	14.710360	0.055081
species	Pseudazoarcus pumilus	2067960	144900	13664150	0.976933	1560038	0.955346	8.367739	0.031332
species	Tolumonas auensis	43948	159184	19413642	0.972244	2635123	0.986515	7.267916	0.027214
species	Chlorobaculum tepidum	1097	72713	6596235	0.977599	903355	0.946296	6.909787	0.025873
species	Isoptericola dokdonensis	372663	104880	8327843	0.980643	1127014	0.918241	6.785156	0.025406
species	Epidermidibacterium keratini	1891644	141797	14103492	0.975955	2355252	0.961174	5.755606	0.021551
species	Blautia argi	1912897	112519	14021511	0.971886	2539810	0.984024	5.432492	0.020341
species	Cloacibacterium caeni	2004710	34627	3369725	0.976015	601320	0.931843	5.221935	0.019553
species	Immundisolibacter cernigliae	1810504	84643	7982278	0.976986	1600959	0.940885	4.691191	0.017566
species	Mesorhizobium opportunistum	593909	70532	6273639	0.977453	1564476	0.833080	4.361019	0.016329
species	Kluyvera intermedia	61648	79562	7695840	0.976404	2083962	0.883946	4.169912	0.015614
species	Chromobacterium rhizoryzae	1778675	6262	690720	0.973626	155884	0.934994	4.164085	0.015592
species	Sphingomonas radiodurans	2890321	83305	8031110	0.976544	1807707	0.935960	4.158194	0.015570
species	Flaviflexus salsibiostraticola	1282737	62802	6476519	0.975226	1570192	0.942980	3.889479	0.014564
species	Caulifigura coniformis	2527983	172068	20814620	0.972479	5477970	0.956045	3.632681	0.013602
species	Thiothrix litoralis	2891210	51690	5829560	0.973435	1532450	0.937043	3.564586	0.013347
species	Uruburuella testudinis	1282863	59788	6222285	0.974723	1659797	0.926937	3.474924	0.013011
species	Thiomonas intermedia	926	61553	5963484	0.976459	1581859	0.904740	3.410798	0.012771
species	Microlunatus phosphovorus	29405	123116	12826092	0.975123	3497684	0.929781	3.409531	0.012767
species	Sulfuricaulis limicola	1620215	61380	6600461	0.974397	1809174	0.932996	3.403877	0.012745
species	Ottowia oryzae	2109914	63240	5975244	0.976928	1657835	0.909032	3.276374	0.012268
species	Microvirga ossetica	1882682	187469	19449199	0.974869	3236632	0.532519	3.199951	0.011982
species	Flavobacterium indicum	312277	58410	6336306	0.974352	1883292	0.923027	3.105509	0.011628
species	Orrella marina	2163011	88450	11391813	0.971333	3466806	0.940700	3.091108	0.011574
species	Leclercia pneumoniae	2815358	45836	4148801	0.977704	1291641	0.878025	2.820251	0.010560
species	Aureimonas populi	1701758	56992	5208205	0.977662	1663019	0.882720	2.764481	0.010351
species	Corynebacterium terpenotabidum	89154	39599	3878771	0.976281	1326267	0.878160	2.568246	0.009616
species	Arcobacter acticola	1849015	43495	4071764	0.977197	1389556	0.875621	2.565799	0.009607
species	Mycolicibacterium sarraceniae	1534348	53872	4840273	0.977613	1673689	0.848703	2.454431	0.009190
species	Sideroxyarcus emersonii	2764705	38374	3967662	0.975273	1415740	0.875383	2.453292	0.009186
species	Brevefilum fermentans	1986204	42786	5827778	0.970459	2189048	0.900747	2.398008	0.008979
species	Chryseobacterium shandongense	1493872	51785	5208673	0.975196	3169326	0.563583	2.254736	0.008443
species	Poseidonibacter parvus	1850254	7596	756268	0.975751	284860	0.843238	2.238691	0.008382
species	Agromyces protaetiae	2509455	37780	3238785	0.979028	1213681	0.831165	2.218824	0.008308
species	Tessaracoccus timonensis	2161816	38675	4203013	0.974303	1632822	0.859018	2.211180	0.008279
species	Blastochloris viridis	1079	40726	3806336	0.977017	2601395	0.508433	2.208722	0.008270
species	Slackia heliotrinireducens	84110	47429	5715099	0.972486	2266357	0.865986	2.187945	0.008192
species	Ancylobacter pratisalsi	1745854	56513	5453245	0.976450	2049262	0.814442	2.167294	0.008115
species	Gordonia pseudamarae	2831662	57399	5445756	0.977029	2244953	0.802956	2.039812	0.007638
species	Gardnerella leopoldii	2792978	6134	588947	0.976512	235008	0.803463	2.013535	0.007539
species	Protaetiibacter larvae	2592654	22526	1871767	0.979738	747507	0.803679	2.012421	0.007535
species	Devosia ginsengisoli	400770	46912	4462706	0.976797	1836659	0.820773	1.994310	0.007467
species	Pseudolabrys taiwanensis	331696	64454	6468082	0.975782	2716325	0.817943	1.947677	0.007293
species	Frateuria aurantia	81475	43470	4669568	0.974440	2033876	0.821823	1.886821	0.007065
species	Desulfobulbus propionicus	894	48388	5707454	0.972902	2551023	0.822027	1.839137	0.006886
species	Lysobacter luteus	2822368	22444	1940157	0.979074	830059	0.779528	1.822048	0.006822
species	Qipengyuania seohaensis	266951	29594	3144413	0.974653	1388692	0.803284	1.818874	0.006811
species	Sphingomonas suaedae	2599297	38797	3755886	0.976504	1657744	0.784745	1.777967	0.006657
species	Paenacidovorax monticola	1926868	29835	2686891	0.977648	1216197	0.763529	1.686832	0.006316
species	Leucobacter denitrificans	683042	26848	3220333	0.972526	1524077	0.798104	1.686372	0.006314
species	Rhizobacter gummiphilus	946333	54219	4821737	0.978191	3112327	0.546700	1.683600	0.006304
species	Nakamurella multipartita	53461	54754	5001667	0.977475	2274397	0.764956	1.682229	0.006299
species	Cellulomonas gilvus	11	23108	1884223	0.980116	857159	0.745297	1.638327	0.006134
species	Ornithinimicrobium flavum	1288636	28185	2422743	0.978922	1129015	0.744591	1.597812	0.005983
species	Chenggangzhangella methanolivorans	1437009	47980	4628103	0.976301	2248970	0.745532	1.534213	0.005745
species	Melaminivora suipulveris	2109913	19226	1629589	0.979143	771731	0.723106	1.526913	0.005717
species	Mongoliitalea daihaiensis	2782006	47017	6194072	0.970940	3275545	0.751256	1.420629	0.005319
species	Nocardioides humi	449461	32101	2716079	0.979178	1367381	0.702321	1.395047	0.005224
species	Ottowia testudinis	2816950	28624	2787397	0.976265	1474904	0.693916	1.311421	0.004910
species	Nocardioides daphniae	402297	18438	1634288	0.977669	392862	0.313565	1.304416	0.004884
species	Tessaracoccus palaemonis	2829499	9863	889421	0.977536	461046	0.673891	1.300029	0.004868
species	Desulfosarcina widdelii	947919	63326	7894627	0.971936	4415400	0.709300	1.268211	0.004749
species	Pseudothauera hydrothermalis	2184083	21825	2153095	0.976118	1185113	0.678725	1.233096	0.004617
species	Pseudomonas muyukensis	2842357	11768	1007623	0.978747	540677	0.656698	1.223843	0.004583
species	Stackebrandtia nassauensis	283811	49898	4856630	0.976351	2682195	0.671579	1.216022	0.004553
species	Geobacter sulfurreducens	35554	28642	3398479	0.972696	2172365	0.564729	1.201150	0.004498
species	Pseudomonas lalkuanensis	2604832	22946	2052055	0.977950	1154763	0.631441	1.179484	0.004416
species	Chryseobacterium manosquense	2754694	19435	2086076	0.974308	1193361	0.671218	1.173334	0.004393
species	Vibrio zhugei	2479546	25340	3164984	0.971875	845597	0.307238	1.151696	0.004312
species	Flavobacterium ammonificans	1751056	14938	1557315	0.974590	978428	0.588388	1.144427	0.004285
species	Simiaoa sunii	2763672	25150	3270607	0.971068	1923877	0.670427	1.139732	0.004268
species	Chondromyces crocatus	52	87957	9626918	0.974182	5608362	0.655720	1.125562	0.004215
species	Isoalcanivorax pacificus	1306787	27776	2960684	0.974528	1757181	0.645244	1.087175	0.004071
species	Diaphorobacter nitroreducens	164759	4080	452750	0.973743	268968	0.639844	1.077040	0.004033
species	Pulveribacter suum	2116657	10977	919833	0.979026	544196	0.600242	1.014566	0.003799
species	Protaetiibacter intestinalis	2419774	11928	1009024	0.979017	599115	0.593682	0.999873	0.003744
species	Pseudomonas maumuensis	2842354	5679	536167	0.976619	325758	0.563999	0.928289	0.003476
species	Chryseobacterium suipulveris	2929800	17867	2058194	0.973135	1315022	0.591362	0.925564	0.003466
species	Desulfoglaeba alkanexedens	361111	20319	2511512	0.971800	1648286	0.571555	0.870884	0.003261
species	Ferrigenium kumadai	1682490	13200	1403575	0.974767	915221	0.564863	0.866268	0.003244
species	Leisingera caerulea	506591	12440	1064593	0.970747	746479	0.138194	0.864630	0.003237
species	Deefgea tanakiae	2865840	19999	2472817	0.972096	1635528	0.562773	0.850878	0.003186
species	Paracoccus mutanolyticus	1499308	3208	295195	0.977153	193544	0.547720	0.835387	0.003128
species	Kribbella flavida	182640	31600	2854618	0.978016	1857891	0.535943	0.823467	0.003083
species	Pararhodospirillum photometricum	1084	19980	2224086	0.973888	1487388	0.531318	0.794477	0.002975
species	Aquisediminimonas profunda	1550733	17756	2169116	0.972292	1493883	0.535577	0.777658	0.002912
species	Nonomuraea gerenzanensis	93944	34352	2899200	0.979207	1921678	0.506158	0.763632	0.002859
species	Stenotrophomonas sp. LM091	1904944	2351	274378	0.966221	17173	0.045582	0.728270	0.002727
species	Paraconexibacter antarcticus	2949664	20276	1764246	0.978315	1215091	0.491081	0.713022	0.002670
species	Frateuria edaphi	2898793	11923	1077233	0.977721	745511	0.483423	0.698527	0.002616
species	Pseudooceanicola algae	1537215	16809	1727491	0.975058	129821	0.052467	0.698170	0.002614
species	Sediminicoccus rosea	1225128	20722	1960408	0.977044	1381053	0.481693	0.683764	0.002560
species	Mycolicibacterium rutilum	370526	14872	1293017	0.978541	901997	0.465757	0.667665	0.002500
species	Paracoccus contaminans	1945662	8761	782099	0.977978	543752	0.454086	0.653129	0.002446
species	Truepera radiovictrix	332249	14355	1511573	0.975072	1088636	0.466375	0.647733	0.002425
species	Flavobacterium cyclinae	2895947	10441	1072332	0.975032	772201	0.462435	0.642170	0.002405
species	Collimonas arenae	279058	21427	2310639	0.974438	1665031	0.458965	0.637282	0.002386
species	Paracoccus suum	2259340	11057	1046059	0.976839	751182	0.453993	0.632208	0.002367
species	Mycolicibacterium litorale	758802	12032	991203	0.979759	707824	0.445783	0.628646	0.002354
species	Leucobacter muris	1935379	8662	757917	0.978641	545374	0.448856	0.623785	0.002336
species	Burkholderia perseverans	2615214	7338	649359	0.978085	337167	0.315666	0.607950	0.002276
species	Clostridium kluyveri	1534	17963	2130023	0.972657	1621367	0.410631	0.601455	0.002252
species	Arenimonas daejeonensis	370777	9006	800109	0.978182	583070	0.437180	0.599914	0.002246
species	Sulfuritalea hydrogenivorans	748811	13110	1337015	0.975407	992410	0.440294	0.593182	0.002221
species	Pigmentiphaga aceris	1940612	23109	2586312	0.973642	1928095	0.435868	0.584665	0.002189
species	Barnesiella viscericola	397865	11425	1428772	0.971857	1073311	0.434183	0.577977	0.002164
species	Anaeromyxobacter dehalogenans	161493	6160	485497	0.980187	356720	0.399367	0.571039	0.002138
species	Blautia liquoris	2779518	13493	1770666	0.970886	1337726	0.429106	0.567981	0.002127
species	Casimicrobium huifangae	2591109	15951	1776713	0.973726	1331489	0.419278	0.559476	0.002095
species	Streptococcus oriscaviae	2781599	7302	880510	0.972599	668112	0.420871	0.554669	0.002077
species	Pseudomonas salmasensis	2745514	1694	169112	0.975652	124753	0.399167	0.541101	0.002026
species	Fusobacterium pseudoperiodonticum	2663009	2073	174397	0.978997	151776	0.204472	0.539520	0.002020
species	Pseudomonas oryzae	1392877	8298	760846	0.977340	568195	0.400152	0.535827	0.002006
species	Comamonas serinivorans	1082851	12661	1238662	0.976206	941603	0.404985	0.532750	0.001995
species	Flavobacterium commune	1306519	11950	1275956	0.974464	966172	0.397528	0.524987	0.001966
species	Clostridium manihotivorum	2320868	20334	2509984	0.971883	1977345	0.372735	0.473138	0.001772
species	Paraburkholderia edwinii	2861782	18680	1890358	0.975568	1153086	0.288050	0.472227	0.001768
species	Gemmatimonas aurantiaca	173480	15066	1753113	0.973167	1390930	0.368755	0.464775	0.001740
species	Limnoglobus roseus	2598579	29519	3305794	0.973577	2636655	0.363243	0.455428	0.001705
species	Magnetospirillum gryphiswaldense	55518	11228	1172854	0.975349	1049839	0.182824	0.443854	0.001662
species	Rhizobium daejeonense	240521	9230	843908	0.977302	250866	0.131766	0.443257	0.001660
species	Uruburuella suis	252130	6975	677479	0.974723	41661	0.027246	0.443069	0.001659
species	Sutterella faecalis	2584944	8873	1101507	0.971687	879635	0.353168	0.442248	0.001656
species	Vescimonas fastidiosa	2714353	6607	744158	0.973149	401063	0.234596	0.435284	0.001630
species	Caulobacter henricii	69395	9503	936885	0.975909	741060	0.339697	0.429462	0.001608
species	Lysobacter gummosus	262324	1806	193299	0.974697	155923	0.341261	0.423064	0.001584
species	Syntrophobacter fumaroxidans	119484	14107	1802315	0.971528	1461392	0.334858	0.412976	0.001546
species	Sphingobacterium lactis	797291	11056	1407473	0.971307	282001	0.082635	0.412433	0.001544
species	Usitatibacter rugosus	2732067	11225	1088715	0.976560	878432	0.327112	0.405417	0.001518
species	Frankia alni	1859	8910	773566	0.978173	626303	0.318221	0.393045	0.001472
species	Lachnoclostridium phocaeense	1871021	8770	1099863	0.971827	900559	0.321684	0.392877	0.001471
species	Tsuneonella flava	2055955	7597	837992	0.973829	683502	0.317903	0.389758	0.001459
species	Nitrosomonas stercoris	1444684	5964	756831	0.971442	621862	0.308784	0.375803	0.001407
species	Sphingomonas aerolata	185951	7791	734287	0.960435	346804	0.171721	0.363584	0.001361
species	Microlunatus soli	630515	15549	1524967	0.976218	1257507	0.299783	0.363544	0.001361
species	Terricaulis silvestris	2686094	9492	1048245	0.974250	870853	0.301679	0.363131	0.001360
species	Nocardioides marinisabuli	419476	4804	382187	0.980404	310801	0.288965	0.355336	0.001331
species	Nocardia mangyaensis	2213200	11641	1093962	0.977174	907907	0.287266	0.346135	0.001296
species	Nocardioides pantholopis	2483798	5297	410679	0.975990	178793	0.150687	0.346121	0.001296
species	Kaistella daneshvariae	2487074	5484	608067	0.957029	261721	0.147948	0.343734	0.001287
species	Butyricimonas faecalis	2093856	9088	1056804	0.972734	888140	0.281012	0.334379	0.001252
species	Hartmannibacter diazotrophicus	1482074	9858	1122483	0.972574	86626	0.025330	0.328224	0.001229
species	Ligilactobacillus murinus	1622	4380	394751	0.969517	65002	0.021774	0.322509	0.001208
species	Qipengyuania aurantiaca	2867233	4300	418895	0.976406	351734	0.265553	0.316258	0.001184
species	Pseudomonas zeae	2745510	1038	103070	0.974841	85064	0.246795	0.316058	0.001183
species	Brevundimonas goettingensis	2774190	5985	550921	0.977302	467970	0.252959	0.297798	0.001115
species	Pseudonocardia petroleophila	37331	4941	398042	0.979930	338267	0.244387	0.287572	0.001077
species	Aquibium microcysteis	675281	8918	841908	0.976769	723629	0.240775	0.280130	0.001049
species	Agromyces soli	659012	4083	330233	0.979616	280729	0.236965	0.278751	0.001044
species	Halomonas chromatireducens	507626	5897	596335	0.975973	512146	0.235091	0.273737	0.001025
species	Aquirhabdus parva	2283318	6950	914352	0.971361	801078	0.237429	0.271002	0.001015
species	Luteolibacter ambystomatis	2824561	9847	1177743	0.972477	1028379	0.234686	0.268772	0.001006
species	Brochothrix thermosphacta	2756	4393	573487	0.969698	210322	0.050927	0.265429	0.000994
species	Sphingomonas cannabina	2899123	5386	489752	0.977934	424639	0.226991	0.261797	0.000980
species	Rhodoferax koreense	1842727	7404	705052	0.976414	609790	0.221895	0.256560	0.000961
species	Serratia entomophila	42906	2867	265302	0.975098	59057	0.043924	0.238517	0.000893
species	Aquabacterium olei	1296669	5344	539938	0.975364	199261	0.087374	0.236758	0.000887
species	Mannheimia varigena	85404	1890	179763	0.976338	164939	0.122625	0.225506	0.000844
species	Thioalkalivibrio nitratireducens	186931	4444	437349	0.976279	384217	0.197025	0.224271	0.000840
species	Bibersteinia trehalosi	47735	3195	375001	0.965595	206545	0.034196	0.222820	0.000834
species	Paralysiella testudinis	2809020	3931	442446	0.973211	395799	0.196321	0.219458	0.000822
species	Pseudomonas fakonensis	2842355	1954	188803	0.975723	168728	0.192642	0.215562	0.000807
species	Micropruina glycogenica	75385	4907	476873	0.975826	423683	0.189241	0.212998	0.000798
species	Halopseudomonas litoralis	797277	4909	523920	0.974343	467332	0.189369	0.212300	0.000795
species	Legionella lytica	96232	5104	678383	0.971106	306966	0.095886	0.211905	0.000793
species	Sphingomonas taxi	1549858	2792	281959	0.975850	82228	0.059206	0.203016	0.000760
species	Qipengyuania sediminis	1532023	2686	257884	0.976767	232472	0.177453	0.196851	0.000737
species	Luteimonas granuli	1176533	2278	192241	0.979287	170703	0.174709	0.196752	0.000737
species	Pseudomonas allokribbensis	2774460	1278	120003	0.976407	108857	0.176773	0.194873	0.000730
species	Chryseobacterium faecale	2852098	3310	370844	0.973239	332977	0.170941	0.190381	0.000713
species	Qipengyuania soli	2782568	3036	309444	0.975582	279849	0.170157	0.188152	0.000705
species	Paludisphaera borealis	1387353	9277	983810	0.974684	892357	0.163523	0.180282	0.000675
species	Yersinia hibernica	2339259	3076	273751	0.978134	252628	0.098704	0.165201	0.000619
species	Shinella oryzae	2871820	1486	126858	0.977441	93175	0.116392	0.163938	0.000614
species	Flavobacterium channae	2897181	2427	240463	0.976320	218245	0.147807	0.162855	0.000610
species	Solibaculum mannosilyticum	2780922	2602	342040	0.971192	315506	0.149829	0.162430	0.000608
species	Bradyrhizobium paxllaeri	190148	4029	369205	0.977171	335904	0.147155	0.161744	0.000606
species	Arcobacter peruensis	2320140	497	48588	0.976058	45450	0.149790	0.160132	0.000600
species	Desulfovibrio fairfieldensis	44742	3877	441944	0.973169	407427	0.147549	0.160049	0.000599
species	Haliangium ochraceum	80816	9373	920234	0.975662	838249	0.145759	0.160015	0.000599
species	Butyrivibrio crossotus	45851	2461	325977	0.968825	42223	0.020661	0.159513	0.000597
species	Deinococcus gobiensis	502394	3955	373706	0.976346	176615	0.074742	0.158150	0.000592
species	Lysobacter arenosi	2795387	2371	216183	0.977664	198633	0.143204	0.155856	0.000584
species	Methylobacterium durans	2202825	5338	541711	0.975024	498477	0.142672	0.155047	0.000581
species	Microbacterium lemovicicum	1072463	2389	204939	0.978802	188437	0.141646	0.154051	0.000577
species	Venatoribacter cucullus	2661630	2761	306070	0.973873	283315	0.131598	0.153553	0.000575
species	Pseudobdellovibrio exovorus	453816	2764	374558	0.971265	347011	0.139400	0.150466	0.000563
species	Pseudomonas wadenswilerensis	1785161	1436	119100	0.975151	55652	0.069693	0.149148	0.000558
species	Luteipulveratus mongoliensis	571913	4949	497202	0.975761	459665	0.137153	0.148353	0.000555
species	Rhodobaca barguzinensis	441209	3756	433569	0.973242	231305	0.078461	0.147071	0.000551
species	Diaphorobacter aerolatus	1288495	3448	350902	0.975630	321584	0.130117	0.141980	0.000532
species	Xanthomonas hydrangeae	2775159	506	68617	0.969126	51546	0.054813	0.141002	0.000528
species	Pseudomonas vanderleydeniana	2745495	3349	313441	0.977498	289895	0.127934	0.138325	0.000518
species	Azospirillum thermophilum	2202148	4010	371441	0.977227	267254	0.097320	0.135260	0.000506
species	Leptothrix cholodnii	34029	2847	249919	0.978536	232103	0.122948	0.132386	0.000496
species	Flavobacterium faecale	1355330	3961	468335	0.972555	434840	0.122428	0.131859	0.000494
species	Pantoea cypripedii	55209	3578	452779	0.971938	381584	0.109855	0.130351	0.000488
species	Novosphingobium ginsenosidimutans	1176536	2219	227537	0.975625	213332	0.114506	0.122130	0.000457
species	Gordonia phthalatica	1136941	2800	256705	0.977165	241458	0.113836	0.121025	0.000453
species	Nocardioides panacisoli	627624	1905	163182	0.978539	153702	0.111563	0.118443	0.000443
species	Thauera humireducens	1134435	565	59368	0.974762	55708	0.109531	0.116728	0.000437
species	Actinoplanes missouriensis	1866	4437	388887	0.978586	362031	0.108513	0.116563	0.000436
species	Dialister massiliensis	2161821	117	14687	0.970904	13382	0.102408	0.112395	0.000421
species	Geoalkalibacter subterraneus	483547	2727	330488	0.972339	311857	0.103391	0.109567	0.000410
species	Actinopolymorpha singaporensis	117157	4045	387896	0.976557	365621	0.101468	0.107650	0.000403
species	Pseudomonas tructae	2518644	1583	147328	0.977021	139075	0.100316	0.106269	0.000398
species	Sphingomonas glaciei	2938948	1644	157457	0.975965	150431	0.098454	0.103052	0.000386
species	Brevundimonas subvibrioides	74313	962	87647	0.977339	82318	0.096528	0.103014	0.000386
species	Azorhizobium caulinodans	7	3051	294425	0.976692	278074	0.097084	0.102792	0.000385
species	Sphingomonas nostoxanthinifaciens	2872652	2273	226698	0.975297	214359	0.095829	0.101345	0.000379
species	Myxococcus hansupus	1297742	4239	393329	0.976998	369772	0.093743	0.099715	0.000373
species	Gudongella oleilytica	1582259	1563	209908	0.971542	198863	0.093248	0.098427	0.000369
species	Saccharothrix espanaensis	103731	4204	372069	0.978675	353133	0.091866	0.096792	0.000362
species	Lysobacter oculi	2698682	1119	101929	0.977260	96308	0.090602	0.095890	0.000359
species	Limosilactobacillus mucosae	97478	1269	163955	0.967624	84904	0.029571	0.095294	0.000357
